Year,SA2_codes,Postcode,Offence Count
2018,206011106,3057,232
2018,206011107,3052,785
2018,206011107,3055,293
2018,206011109,3044,557
2018,206011495,3056,1146
2018,206021110,3078,395
2018,206021112,3071,500
2018,206021500,3070,513
2018,206031115,3031,1181
2018,206031116,3039,671
2018,206031501,3041,402
2018,206031502,3040,543
2018,206041117,3053,1061
2018,206041118,3008,1371
2018,206041119,3002,452
2018,206041504,3000,1506
2018,206041506,3051,1179
2018,206041509,3006,1039
2018,206041510,3003,591
2018,206051128,3206,315
2018,206051129,3184,352
2018,206051130,3207,676
2018,206051134,3183,698
2018,206051511,3205,1290
2018,206051514,3004,1878
2018,206051514,3182,2049
2018,206061135,3143,409
2018,206061136,3181,1559
2018,206061138,3142,272
2018,206061515,3141,979
2018,206071139,3067,381
2018,206071140,3054,236
2018,206071141,3066,1062
2018,206071142,3065,1402
2018,206071143,3068,606
2018,206071518,3121,2312
2018,207011147,3103,371
2018,207011148,3104,206
2018,207011149,3124,761
2018,207011152,3123,186
2018,207011154,3102,101
2018,207011155,3126,95
2018,207011519,3122,575
2018,207011522,3101,474
2018,207021156,3105,256
2018,207021157,3108,473
2018,207021159,3106,288
2018,207021160,3107,180
2018,207021425,3109,545
2018,207031161,3130,649
2018,207031163,3128,781
2018,207031164,3129,201
2018,207031165,3125,304
2018,207031166,3151,356
2018,207031167,3127,284
2018,208011168,3193,267
2018,208011169,3186,541
2018,208011170,3187,196
2018,208011171,3190,649
2018,208011172,3188,661
2018,208011173,3191,493
2018,208021176,3163,755
2018,208021177,3161,227
2018,208021178,3162,489
2018,208021179,3185,486
2018,208021182,3204,742
2018,208021426,3165,436
2018,208031185,3197,515
2018,208031186,3196,679
2018,208031188,3192,627
2018,208031190,3194,518
2018,208031191,3189,552
2018,208031191,3202,118
2018,208031193,3195,1241
2018,208041194,3144,257
2018,208041194,3146,327
2018,208041195,3145,720
2018,209011197,3088,512
2018,209011199,3081,1077
2018,209011200,3079,353
2018,209011201,3084,625
2018,209011202,3093,119
2018,209011202,3094,101
2018,209011204,3087,315
2018,209021205,3085,275
2018,209021428,3072,1611
2018,209021524,3073,1467
2018,209031209,3095,478
2018,209031210,3099,124
2018,209031214,3113,131
2018,209031215,3089,258
2018,209041216,3083,1000
2018,209041221,3082,788
2018,209041223,3074,922
2018,209041431,3076,1442
2018,209041436,3752,636
2018,209041530,3075,657
2018,210011226,3042,636
2018,210011228,3036,195
2018,210011533,3033,320
2018,210011533,3034,285
2018,210031236,3058,1391
2018,210031237,3060,302
2018,210031535,3046,1331
2018,210051242,3047,2001
2018,210051243,3061,426
2018,210051245,3049,270
2018,210051247,3048,712
2018,210051250,3043,714
2018,210051544,3064,2171
2018,211011251,3153,906
2018,211011254,3179,294
2018,211011254,3180,392
2018,211011256,3178,629
2018,211011260,3152,852
2018,211011446,3155,1176
2018,211011447,3156,984
2018,211011449,3154,155
2018,211021261,3111,242
2018,211021261,3114,32
2018,211031266,3134,1408
2018,211031267,3135,468
2018,211031450,3136,1574
2018,211041269,3131,688
2018,211041270,3132,566
2018,211041272,3133,490
2018,211051277,3137,360
2018,211051278,3140,505
2018,211051280,3765,176
2018,211051281,3138,428
2018,211051283,3796,111
2018,211051284,3158,124
2018,212021293,3806,855
2018,212021295,3177,724
2018,212021297,3803,592
2018,212021299,3804,140
2018,212021454,3802,572
2018,212021456,3805,1767
2018,212031300,3977,3188
2018,212031306,3975,344
2018,212031562,3976,695
2018,212041309,3167,356
2018,212041310,3169,522
2018,212041317,3171,1325
2018,212041318,3172,484
2018,212041460,3174,1419
2018,212041563,3175,4619
2018,212041565,3173,1172
2018,212051319,3147,391
2018,212051319,3148,505
2018,212051322,3150,806
2018,212051324,3149,375
2018,212051325,3170,471
2018,212051326,3166,975
2018,212051567,3168,895
2018,213011328,3020,2817
2018,213011328,3022,142
2018,213011331,3037,928
2018,213011332,3038,761
2018,213011334,3021,2056
2018,213011569,3023,1834
2018,213011570,3026,563
2018,213021341,3018,441
2018,213021343,3025,517
2018,213021344,3015,533
2018,213021346,3016,604
2018,213031347,3019,491
2018,213031348,3011,1978
2018,213031349,3032,897
2018,213031351,3012,958
2018,213031352,3013,255
2018,213051361,3029,2443
2018,213051363,3027,154
2018,213051363,3028,791
2018,213051368,3030,2299
2018,214011370,3201,1105
2018,214011371,3199,3578
2018,214011372,3200,515
2018,214011374,3910,660
2018,214011375,3198,1025
2019,206011106,3057,197
2019,206011107,3052,727
2019,206011107,3055,428
2019,206011109,3044,540
2019,206011495,3056,1286
2019,206021110,3078,431
2019,206021112,3071,458
2019,206021500,3070,619
2019,206031115,3031,1211
2019,206031116,3039,595
2019,206031501,3041,406
2019,206031502,3040,625
2019,206041117,3053,623
2019,206041118,3008,1368
2019,206041119,3002,437
2019,206041504,3000,1548
2019,206041506,3051,975
2019,206041509,3006,1291
2019,206041510,3003,559
2019,206051128,3206,373
2019,206051129,3184,295
2019,206051130,3207,664
2019,206051134,3183,590
2019,206051511,3205,918
2019,206051514,3004,1725
2019,206051514,3182,2799
2019,206061135,3143,303
2019,206061136,3181,1345
2019,206061138,3142,389
2019,206061515,3141,768
2019,206071139,3067,762
2019,206071140,3054,194
2019,206071141,3066,1113
2019,206071142,3065,1247
2019,206071143,3068,391
2019,206071518,3121,2390
2019,207011147,3103,227
2019,207011148,3104,301
2019,207011149,3124,278
2019,207011152,3123,212
2019,207011154,3102,147
2019,207011155,3126,140
2019,207011519,3122,413
2019,207011522,3101,328
2019,207021156,3105,238
2019,207021157,3108,424
2019,207021159,3106,182
2019,207021160,3107,205
2019,207021425,3109,447
2019,207031161,3130,688
2019,207031163,3128,882
2019,207031164,3129,243
2019,207031165,3125,318
2019,207031166,3151,286
2019,207031167,3127,293
2019,208011168,3193,288
2019,208011169,3186,535
2019,208011170,3187,272
2019,208011171,3190,518
2019,208011172,3188,656
2019,208011173,3191,393
2019,208021176,3163,531
2019,208021177,3161,278
2019,208021178,3162,377
2019,208021179,3185,311
2019,208021182,3204,673
2019,208021426,3165,459
2019,208031185,3197,666
2019,208031186,3196,1053
2019,208031188,3192,606
2019,208031190,3194,555
2019,208031191,3189,404
2019,208031191,3202,117
2019,208031193,3195,1213
2019,208041194,3144,227
2019,208041194,3146,294
2019,208041195,3145,835
2019,209011197,3088,598
2019,209011199,3081,903
2019,209011200,3079,583
2019,209011201,3084,847
2019,209011202,3093,102
2019,209011202,3094,70
2019,209011204,3087,387
2019,209021205,3085,216
2019,209021428,3072,1380
2019,209021524,3073,1377
2019,209031209,3095,514
2019,209031210,3099,125
2019,209031214,3113,126
2019,209031215,3089,344
2019,209041216,3083,1049
2019,209041221,3082,816
2019,209041223,3074,807
2019,209041431,3076,1516
2019,209041436,3752,445
2019,209041530,3075,637
2019,210011226,3042,578
2019,210011228,3036,148
2019,210011533,3033,236
2019,210011533,3034,169
2019,210031236,3058,1690
2019,210031237,3060,439
2019,210031535,3046,1386
2019,210051242,3047,2161
2019,210051243,3061,496
2019,210051245,3049,335
2019,210051247,3048,1004
2019,210051250,3043,488
2019,210051544,3064,2016
2019,211011251,3153,1088
2019,211011254,3179,326
2019,211011254,3180,295
2019,211011256,3178,1103
2019,211011260,3152,989
2019,211011446,3155,1445
2019,211011447,3156,1121
2019,211011449,3154,157
2019,211021261,3111,177
2019,211021261,3114,41
2019,211031266,3134,1348
2019,211031267,3135,527
2019,211031450,3136,1370
2019,211041269,3131,644
2019,211041270,3132,362
2019,211041272,3133,391
2019,211051277,3137,331
2019,211051278,3140,765
2019,211051280,3765,247
2019,211051281,3138,373
2019,211051283,3796,348
2019,211051284,3158,171
2019,212021293,3806,939
2019,212021295,3177,1025
2019,212021297,3803,705
2019,212021299,3804,146
2019,212021454,3802,624
2019,212021456,3805,1796
2019,212031300,3977,3749
2019,212031306,3975,448
2019,212031562,3976,884
2019,212041309,3167,340
2019,212041310,3169,699
2019,212041317,3171,1127
2019,212041318,3172,723
2019,212041460,3174,1017
2019,212041563,3175,4390
2019,212041565,3173,755
2019,212051319,3147,466
2019,212051319,3148,487
2019,212051322,3150,1002
2019,212051324,3149,463
2019,212051325,3170,689
2019,212051326,3166,909
2019,212051567,3168,1109
2019,213011328,3020,2336
2019,213011328,3022,138
2019,213011331,3037,932
2019,213011332,3038,947
2019,213011334,3021,2220
2019,213011569,3023,1925
2019,213011570,3026,362
2019,213021341,3018,516
2019,213021343,3025,544
2019,213021344,3015,507
2019,213021346,3016,644
2019,213031347,3019,524
2019,213031348,3011,1782
2019,213031349,3032,1170
2019,213031351,3012,943
2019,213031352,3013,241
2019,213051361,3029,2341
2019,213051363,3027,296
2019,213051363,3028,758
2019,213051368,3030,2664
2019,214011370,3201,1108
2019,214011371,3199,3518
2019,214011372,3200,610
2019,214011374,3910,311
2019,214011375,3198,946
2020,206011106,3057,275
2020,206011107,3052,672
2020,206011107,3055,351
2020,206011109,3044,640
2020,206011495,3056,759
2020,206021110,3078,465
2020,206021112,3071,423
2020,206021500,3070,646
2020,206031115,3031,833
2020,206031116,3039,933
2020,206031501,3041,521
2020,206031502,3040,704
2020,206041117,3053,733
2020,206041118,3008,1058
2020,206041119,3002,622
2020,206041504,3000,1535
2020,206041506,3051,887
2020,206041509,3006,1142
2020,206041510,3003,709
2020,206051128,3206,338
2020,206051129,3184,357
2020,206051130,3207,690
2020,206051134,3183,635
2020,206051511,3205,1032
2020,206051514,3004,1909
2020,206051514,3182,2652
2020,206061135,3143,311
2020,206061136,3181,1500
2020,206061138,3142,470
2020,206061515,3141,847
2020,206071139,3067,906
2020,206071140,3054,245
2020,206071141,3066,1291
2020,206071142,3065,1359
2020,206071143,3068,474
2020,206071518,3121,2457
2020,207011147,3103,251
2020,207011148,3104,132
2020,207011149,3124,399
2020,207011152,3123,181
2020,207011154,3102,160
2020,207011155,3126,98
2020,207011519,3122,503
2020,207011522,3101,623
2020,207021156,3105,248
2020,207021157,3108,525
2020,207021159,3106,196
2020,207021160,3107,268
2020,207021425,3109,457
2020,207031161,3130,584
2020,207031163,3128,988
2020,207031164,3129,171
2020,207031165,3125,315
2020,207031166,3151,541
2020,207031167,3127,350
2020,208011168,3193,321
2020,208011169,3186,362
2020,208011170,3187,262
2020,208011171,3190,407
2020,208011172,3188,613
2020,208011173,3191,339
2020,208021176,3163,943
2020,208021177,3161,278
2020,208021178,3162,546
2020,208021179,3185,482
2020,208021182,3204,872
2020,208021426,3165,419
2020,208031185,3197,591
2020,208031186,3196,947
2020,208031188,3192,535
2020,208031190,3194,461
2020,208031191,3189,624
2020,208031191,3202,139
2020,208031193,3195,1267
2020,208041194,3144,407
2020,208041194,3146,500
2020,208041195,3145,796
2020,209011197,3088,581
2020,209011199,3081,947
2020,209011200,3079,594
2020,209011201,3084,931
2020,209011202,3093,122
2020,209011202,3094,130
2020,209011204,3087,187
2020,209021205,3085,300
2020,209021428,3072,1542
2020,209021524,3073,1513
2020,209031209,3095,501
2020,209031210,3099,136
2020,209031214,3113,137
2020,209031215,3089,273
2020,209041216,3083,1038
2020,209041221,3082,624
2020,209041223,3074,1008
2020,209041431,3076,1133
2020,209041436,3752,460
2020,209041530,3075,806
2020,210011226,3042,847
2020,210011228,3036,203
2020,210011533,3033,248
2020,210011533,3034,288
2020,210031236,3058,1100
2020,210031237,3060,439
2020,210031535,3046,1093
2020,210051242,3047,1924
2020,210051243,3061,351
2020,210051245,3049,232
2020,210051247,3048,833
2020,210051250,3043,823
2020,210051544,3064,2374
2020,211011251,3153,1193
2020,211011254,3179,249
2020,211011254,3180,308
2020,211011256,3178,473
2020,211011260,3152,1067
2020,211011446,3155,935
2020,211011447,3156,1245
2020,211011449,3154,168
2020,211021261,3111,218
2020,211021261,3114,29
2020,211031266,3134,1454
2020,211031267,3135,619
2020,211031450,3136,1047
2020,211041269,3131,463
2020,211041270,3132,311
2020,211041272,3133,382
2020,211051277,3137,229
2020,211051278,3140,677
2020,211051280,3765,215
2020,211051281,3138,539
2020,211051283,3796,132
2020,211051284,3158,152
2020,212021293,3806,700
2020,212021295,3177,820
2020,212021297,3803,628
2020,212021299,3804,164
2020,212021454,3802,544
2020,212021456,3805,1818
2020,212031300,3977,3681
2020,212031306,3975,406
2020,212031562,3976,779
2020,212041309,3167,236
2020,212041310,3169,511
2020,212041317,3171,1043
2020,212041318,3172,665
2020,212041460,3174,1204
2020,212041563,3175,3186
2020,212041565,3173,650
2020,212051319,3147,689
2020,212051319,3148,423
2020,212051322,3150,1074
2020,212051324,3149,401
2020,212051325,3170,404
2020,212051326,3166,991
2020,212051567,3168,1244
2020,213011328,3020,3582
2020,213011328,3022,221
2020,213011331,3037,985
2020,213011332,3038,863
2020,213011334,3021,2516
2020,213011569,3023,2412
2020,213011570,3026,567
2020,213021341,3018,379
2020,213021343,3025,396
2020,213021344,3015,403
2020,213021346,3016,538
2020,213031347,3019,837
2020,213031348,3011,1409
2020,213031349,3032,1520
2020,213031351,3012,917
2020,213031352,3013,410
2020,213051361,3029,2479
2020,213051363,3027,168
2020,213051363,3028,865
2020,213051368,3030,3146
2020,214011370,3201,1071
2020,214011371,3199,2908
2020,214011372,3200,535
2020,214011374,3910,422
2020,214011375,3198,1106
2021,206011106,3057,279
2021,206011107,3052,795
2021,206011107,3055,224
2021,206011109,3044,677
2021,206011495,3056,1046
2021,206021110,3078,435
2021,206021112,3071,466
2021,206021500,3070,754
2021,206031115,3031,626
2021,206031116,3039,623
2021,206031501,3041,497
2021,206031502,3040,721
2021,206041117,3053,926
2021,206041118,3008,1564
2021,206041119,3002,602
2021,206041504,3000,1073
2021,206041506,3051,1057
2021,206041509,3006,1391
2021,206041510,3003,428
2021,206051128,3206,422
2021,206051129,3184,553
2021,206051130,3207,839
2021,206051134,3183,885
2021,206051511,3205,1624
2021,206051514,3004,1559
2021,206051514,3182,2269
2021,206061135,3143,291
2021,206061136,3181,1736
2021,206061138,3142,368
2021,206061515,3141,949
2021,206071139,3067,554
2021,206071140,3054,268
2021,206071141,3066,1555
2021,206071142,3065,868
2021,206071143,3068,502
2021,206071518,3121,2339
2021,207011147,3103,430
2021,207011148,3104,174
2021,207011149,3124,406
2021,207011152,3123,371
2021,207011154,3102,117
2021,207011155,3126,94
2021,207011519,3122,413
2021,207011522,3101,1093
2021,207021156,3105,214
2021,207021157,3108,534
2021,207021159,3106,380
2021,207021160,3107,255
2021,207021425,3109,288
2021,207031161,3130,1032
2021,207031163,3128,1176
2021,207031164,3129,320
2021,207031165,3125,400
2021,207031166,3151,316
2021,207031167,3127,396
2021,208011168,3193,275
2021,208011169,3186,757
2021,208011170,3187,267
2021,208011171,3190,383
2021,208011172,3188,810
2021,208011173,3191,346
2021,208021176,3163,1150
2021,208021177,3161,269
2021,208021178,3162,527
2021,208021179,3185,650
2021,208021182,3204,929
2021,208021426,3165,380
2021,208031185,3197,464
2021,208031186,3196,932
2021,208031188,3192,708
2021,208031190,3194,613
2021,208031191,3189,524
2021,208031191,3202,114
2021,208031193,3195,1296
2021,208041194,3144,315
2021,208041194,3146,522
2021,208041195,3145,1074
2021,209011197,3088,477
2021,209011199,3081,1011
2021,209011200,3079,394
2021,209011201,3084,1293
2021,209011202,3093,112
2021,209011202,3094,116
2021,209011204,3087,361
2021,209021205,3085,261
2021,209021428,3072,1694
2021,209021524,3073,1787
2021,209031209,3095,483
2021,209031210,3099,132
2021,209031214,3113,93
2021,209031215,3089,257
2021,209041216,3083,1292
2021,209041221,3082,694
2021,209041223,3074,1089
2021,209041431,3076,1355
2021,209041436,3752,416
2021,209041530,3075,711
2021,210011226,3042,519
2021,210011228,3036,227
2021,210011533,3033,312
2021,210011533,3034,184
2021,210031236,3058,1134
2021,210031237,3060,307
2021,210031535,3046,1373
2021,210051242,3047,2345
2021,210051243,3061,424
2021,210051245,3049,448
2021,210051247,3048,1279
2021,210051250,3043,866
2021,210051544,3064,2856
2021,211011251,3153,1133
2021,211011254,3179,289
2021,211011254,3180,351
2021,211011256,3178,772
2021,211011260,3152,1247
2021,211011446,3155,1330
2021,211011447,3156,1664
2021,211011449,3154,299
2021,211021261,3111,135
2021,211021261,3114,49
2021,211031266,3134,1323
2021,211031267,3135,661
2021,211031450,3136,1515
2021,211041269,3131,621
2021,211041270,3132,400
2021,211041272,3133,468
2021,211051277,3137,391
2021,211051278,3140,940
2021,211051280,3765,214
2021,211051281,3138,462
2021,211051283,3796,264
2021,211051284,3158,125
2021,212021293,3806,1105
2021,212021295,3177,718
2021,212021297,3803,638
2021,212021299,3804,212
2021,212021454,3802,712
2021,212021456,3805,1446
2021,212031300,3977,4035
2021,212031306,3975,559
2021,212031562,3976,688
2021,212041309,3167,428
2021,212041310,3169,507
2021,212041317,3171,1100
2021,212041318,3172,607
2021,212041460,3174,1214
2021,212041563,3175,4463
2021,212041565,3173,933
2021,212051319,3147,722
2021,212051319,3148,561
2021,212051322,3150,1266
2021,212051324,3149,528
2021,212051325,3170,925
2021,212051326,3166,892
2021,212051567,3168,1330
2021,213011328,3020,2709
2021,213011328,3022,236
2021,213011331,3037,1152
2021,213011332,3038,635
2021,213011334,3021,2565
2021,213011569,3023,2209
2021,213011570,3026,315
2021,213021341,3018,403
2021,213021343,3025,557
2021,213021344,3015,453
2021,213021346,3016,614
2021,213031347,3019,792
2021,213031348,3011,1401
2021,213031349,3032,1248
2021,213031351,3012,1163
2021,213031352,3013,421
2021,213051361,3029,3150
2021,213051363,3027,241
2021,213051363,3028,1065
2021,213051368,3030,3243
2021,214011370,3201,921
2021,214011371,3199,3338
2021,214011372,3200,548
2021,214011374,3910,412
2021,214011375,3198,1018
2022,206011106,3057,271
2022,206011107,3052,751
2022,206011107,3055,534
2022,206011109,3044,504
2022,206011495,3056,827
2022,206021110,3078,454
2022,206021112,3071,391
2022,206021500,3070,501
2022,206031115,3031,693
2022,206031116,3039,547
2022,206031501,3041,472
2022,206031502,3040,673
2022,206041117,3053,963
2022,206041118,3008,1671
2022,206041119,3002,488
2022,206041504,3000,1169
2022,206041506,3051,1144
2022,206041509,3006,1349
2022,206041510,3003,783
2022,206051128,3206,312
2022,206051129,3184,438
2022,206051130,3207,565
2022,206051134,3183,720
2022,206051511,3205,801
2022,206051514,3004,1899
2022,206051514,3182,2263
2022,206061135,3143,417
2022,206061136,3181,1512
2022,206061138,3142,340
2022,206061515,3141,997
2022,206071139,3067,814
2022,206071140,3054,301
2022,206071141,3066,1062
2022,206071142,3065,1134
2022,206071143,3068,510
2022,206071518,3121,1923
2022,207011147,3103,330
2022,207011148,3104,249
2022,207011149,3124,417
2022,207011152,3123,343
2022,207011154,3102,131
2022,207011155,3126,68
2022,207011519,3122,525
2022,207011522,3101,472
2022,207021156,3105,304
2022,207021157,3108,512
2022,207021159,3106,235
2022,207021160,3107,293
2022,207021425,3109,278
2022,207031161,3130,713
2022,207031163,3128,902
2022,207031164,3129,282
2022,207031165,3125,254
2022,207031166,3151,289
2022,207031167,3127,335
2022,208011168,3193,211
2022,208011169,3186,629
2022,208011170,3187,485
2022,208011171,3190,428
2022,208011172,3188,488
2022,208011173,3191,329
2022,208021176,3163,747
2022,208021177,3161,331
2022,208021178,3162,360
2022,208021179,3185,342
2022,208021182,3204,708
2022,208021426,3165,364
2022,208031185,3197,549
2022,208031186,3196,708
2022,208031188,3192,469
2022,208031190,3194,375
2022,208031191,3189,351
2022,208031191,3202,128
2022,208031193,3195,1262
2022,208041194,3144,412
2022,208041194,3146,355
2022,208041195,3145,1129
2022,209011197,3088,647
2022,209011199,3081,1201
2022,209011200,3079,440
2022,209011201,3084,736
2022,209011202,3093,95
2022,209011202,3094,94
2022,209011204,3087,237
2022,209021205,3085,254
2022,209021428,3072,1468
2022,209021524,3073,1689
2022,209031209,3095,375
2022,209031210,3099,154
2022,209031214,3113,110
2022,209031215,3089,159
2022,209041216,3083,1067
2022,209041221,3082,587
2022,209041223,3074,854
2022,209041431,3076,1168
2022,209041436,3752,405
2022,209041530,3075,767
2022,210011226,3042,632
2022,210011228,3036,158
2022,210011533,3033,265
2022,210011533,3034,205
2022,210031236,3058,1248
2022,210031237,3060,282
2022,210031535,3046,1028
2022,210051242,3047,1542
2022,210051243,3061,413
2022,210051245,3049,254
2022,210051247,3048,939
2022,210051250,3043,628
2022,210051544,3064,2521
2022,211011251,3153,1005
2022,211011254,3179,316
2022,211011254,3180,251
2022,211011256,3178,509
2022,211011260,3152,920
2022,211011446,3155,981
2022,211011447,3156,828
2022,211011449,3154,106
2022,211021261,3111,192
2022,211021261,3114,62
2022,211031266,3134,1164
2022,211031267,3135,416
2022,211031450,3136,1233
2022,211041269,3131,561
2022,211041270,3132,334
2022,211041272,3133,472
2022,211051277,3137,381
2022,211051278,3140,539
2022,211051280,3765,151
2022,211051281,3138,439
2022,211051283,3796,173
2022,211051284,3158,113
2022,212021293,3806,974
2022,212021295,3177,714
2022,212021297,3803,458
2022,212021299,3804,235
2022,212021454,3802,633
2022,212021456,3805,1578
2022,212031300,3977,3660
2022,212031306,3975,545
2022,212031562,3976,671
2022,212041309,3167,273
2022,212041310,3169,504
2022,212041317,3171,1003
2022,212041318,3172,444
2022,212041460,3174,1479
2022,212041563,3175,3698
2022,212041565,3173,586
2022,212051319,3147,691
2022,212051319,3148,207
2022,212051322,3150,1047
2022,212051324,3149,771
2022,212051325,3170,737
2022,212051326,3166,1006
2022,212051567,3168,1119
2022,213011328,3020,2517
2022,213011328,3022,167
2022,213011331,3037,894
2022,213011332,3038,636
2022,213011334,3021,2525
2022,213011569,3023,2144
2022,213011570,3026,417
2022,213021341,3018,508
2022,213021343,3025,340
2022,213021344,3015,486
2022,213021346,3016,561
2022,213031347,3019,528
2022,213031348,3011,2029
2022,213031349,3032,1169
2022,213031351,3012,1029
2022,213031352,3013,462
2022,213051361,3029,3156
2022,213051363,3027,222
2022,213051363,3028,815
2022,213051368,3030,3255
2022,214011370,3201,675
2022,214011371,3199,2994
2022,214011372,3200,437
2022,214011374,3910,344
2022,214011375,3198,800
